"id","pergunta","resposta","createdAt","updatedAt"
"1649","Por que o Manuel guarda uma garrafa vazia na geladeira?","Porque sempre aparece alguém que não bebe nada na casa dele.","2017-09-02","2017-09-02"
"1650","O que dá a mistura de uma tartaruga com um pingüim?","Rubinho Barichello de smoking.","2017-09-02","2017-09-02"
"1651","O que é um pontinho verde no aeroporto internacional?","Um greengo.","2017-09-02","2017-09-02"
"1652","O que é um pontinho marrom na pré-história?","Um browntossauro.","2017-09-02","2017-09-02"
"1653","O que é um pontinho branco no freezer?","Um arroz esquimó.","2017-09-02","2017-09-02"
"1654","O que é um pontinho verde em uma noiva?","Greenalda.","2017-09-02","2017-09-02"
"1655","O que é uma porção de pontinhos azuis na floricultura?","Bluequê de flores.","2017-09-02","2017-09-02"
"1656","O que é um pontinho rosa na árvore?","Pinka-pau.","2017-09-02","2017-09-02"
"1657","O que é um pontinho azul no aquário?","Um Smurf mergulhador.","2017-09-02","2017-09-02"
"1658","O que é um pontinho vermelho na porta?","Uma maçãneta.","2017-09-02","2017-09-02"
"1659","O que é um pontinho azul no céu com dois pontos brilhantes?","Um urublue com óculos espelhado.","2017-09-02","2017-09-02"
"1660","O que é um pontinho amarelo no parque aquático?","Um yellowfante marinho.","2017-09-02","2017-09-02"
"1661","O que são quatro pontinhos na parede?","Fourmigas.","2017-09-02","2017-09-02"
"1662","O que é um pontinho marrom no pulmão?","Um brownquio.","2017-09-02","2017-09-02"
"1663","O que é um pontinho azul em uma flor?","Uma blueboleta.","2017-09-02","2017-09-02"
"1664","O que é um pontinho vermelho no meio da parede?","Uma acerola alpinista.","2017-09-02","2017-09-02"
"1665","O que é um pontinho azul lutando contra um amarelo?","É o Bluece Lee contra Jean-Claude Fandango.","2017-09-02","2017-09-02"
"1666","O que é um pontinho marrom no Brasil em 1500?","Pedro Álvares Cabrown.","2017-09-02","2017-09-02"
"1667","O que é um pontinho amarelo no estacionamento?","É um Uno Milho.","2017-09-02","2017-09-02"
"1668","O que é um pontinho rosa na geladeira?","Um gaytorade.","2017-09-02","2017-09-02"
"1669","O que são cinco pontinhos pretos no palco, dançando e cantando?","Os Black Street Boys.","2017-09-02","2017-09-02"
"1670","Por que a aranha viúva negra simplesmente mata o macho logo depois de acasalarem?","Para evitar que ele ronque.","2017-09-02","2017-09-02"
"1671","O diabo tinha uma mania terrível de ler gibi, quando ia ao cinema. Qual o nome do filme?","O Demo leitor.","2017-09-02","2017-09-02"
"1672","Um homem foi ao cinema. Ao chegar lá, apareceram 10 meninos e começaram a jogar balas de menta no telão. Qual é o nome do filme?","Os Dez Manda mentas.","2017-09-02","2017-09-02"
"1673","Quantos portugueses são necessários para colocar um prego na parede?","100 portugueses, 1 para segurar o prego na parede e 99 para empurrar a parede.","2017-09-02","2017-09-02"
"1674","Um médico muito louco inventou um remédio que curava a dor antes mesmo dela aparecer. Qual é o nome do filme?","O Extermina Dor do Futuro.","2017-09-02","2017-09-02"
"1675","Um homem bateu a cabeça na quina de uma mesa e morreu. Qual é o nome do filme?","Má quina Mortífera.","2017-09-02","2017-09-02"
"1676","Uma família ficou perdida no deserto por 80 dias. Eles acharam um rio e todos tomaram banho, menos a avó. Qual é o nome do filme?","A Vó Tá Imunda a 80 Dias.","2017-09-02","2017-09-02"
"1677","Dez deputados em assembléia decidindo se haveria ou não aumento no salário deles. Qual é o nome do Filme?","Os Dez Manda Aumentos.","2017-09-02","2017-09-02"
"1678","Sabe porque o macaco-prego não entra no mar?","Porque ele tem medo de tubarão martelo.","2017-09-02","2017-09-02"
"1679","O que o bebê porco espinho perguntou para o cacto?","É você, mamãe?","2017-09-02","2017-09-02"
"1680","O que é um pontinho verde no gelo?","Um pingreen.","2017-09-02","2017-09-02"
"1681","Por que Deus criou primeiro o Adão depois a Eva?","Primeiro o rascunho depois o definitivo.","2017-09-02","2017-09-02"
"1682","O homem caiu da moto de bunda. Qual o nome do filme?","Em-cu-ralado.","2017-09-02","2017-09-02"
"1683","Quem é o tio da construção?","Tio Jolo.","2017-09-02","2017-09-02"
"1684","Qual a diferença entre a namorada tímida e a chata?","A tímida pega na mão e a chata pega no pé.","2017-09-02","2017-09-02"
"1685","Por que o português coloca o despertador debaixo do travesseiro quando vai dormir?","Para acordar em cima da hora.","2017-09-02","2017-09-02"
"1686","Um homem queria entrar no cinema com um litro de álcool, mas o segurança viu e não deixou. O homem foi até na outra rua e pôs o litro de álcool na parte de trás da blusa e entrou com o litro sem que ninguém tivesse visto. Qual é o nome do filme?","O Homem De Alcatraz.","2017-09-02","2017-09-02"
"1687","Qual a diferença entre uma pulga e um advogado?","Um é um parasita que suga o seu sangue, o outro é um pequeno inseto.","2017-09-02","2017-09-02"
"1688","Como você sabe que um advogado está mentindo?","Seus lábios estão se mexendo.","2017-09-02","2017-09-02"
"1689","Quais são os quatro maiores desejos do homem?","Ser tão bonito quanto a mãe dele acha que ele é; transar com todas as mulheres que a esposa acha que ele transa; ser tão rico quanto seu filho acha que ele é; ser tão bom de cama quanto ele acha que é.","2017-09-02","2017-09-02"
"1690","Quantas bichas são necessárias para se trocar uma lâmpada?","Seis. Uma para dar um grito histérico quando a luz acabar, uma para trocar a lâmpada e quatro para fazerem uma algazarra enorme quando a luz acender.","2017-09-02","2017-09-02"
"1691","Qual a semelhança entre o casamento e o submarino?","Os dois podem até boiar, mas foram feitos para afundar.","2017-09-02","2017-09-02"
"1692","Qual a diferença entre o advogado e a prostituta?","A prostituta para de te foder quando acaba o dinheiro.","2017-09-02","2017-09-02"
"1693","O que um cão pensa quando vê uma árvore de Natal?","Finalmente colocaram luz no banheiro.","2017-09-02","2017-09-02"
"1694","O que dá o cruzamento entre um burro e uma tartaruga?","Uma loira de capacete.","2017-09-02","2017-09-02"
"1695","Como será o Caetano daqui há 20 anos?","Velhoso.","2017-09-02","2017-09-02"
"1696","Quando é que o lobo mau sente dor de barriga?","Quando come a Chapeuzinho Verde.","2017-09-02","2017-09-02"
"1697","O que uma nuvem disse pra outra?","Nuvem não, nuvem não...","2017-09-02","2017-09-02"
"1698","O que nasce verde, vive preto e morre vermelho?","Carvão.","2017-09-02","2017-09-02"
"1699","Um ator sentou em uma bala de menta. Qual é o nome do filme?","Atormentado","2017-09-02","2017-09-02"
"1700","Dois monges estavam meditando, mas meditaram tanto que ficaram tão zen que atravessaram um coador de café. Qual é o nome do filme?","Os Zen-filtrados.","2017-09-02","2017-09-02"
"1701","O que a zebra disse para a pulga?","Você esta na minha listra negra.","2017-09-02","2017-09-02"
"1702","O que um tobogã disse para outro?","Como os anus passam rápido!","2017-09-02","2017-09-02"
"1703","Um homem tinha problema de gases, e para que os outros não percebessem seu problema, ele colocou um apito na bunda. Qual é o nome do filme?","O Homem Que o Cupiava.","2017-09-02","2017-09-02"
"1704","O que dá misturar um homem invisível com um elefante?","Um enorme nada.","2017-09-02","2017-09-02"
"1705","O que é um pontinho rosa na estrada?","É uma Mitsubicha.","2017-09-02","2017-09-02"
"1706","Um homem aceitou um desafio de beber 1000 latinhas de Coca-Cola de uma vez, mas ele tomou 999 latas e não agüentava mais. Qual o nome do filme?","Mil são impossível.","2017-09-02","2017-09-02"
"1707","Cai um sino na churrasqueira. Qual é o nome do filme?","Assassino.","2017-09-02","2017-09-02"
"1708","Por que a Coca-Cola e a Fanta se dão muito bem?","Porque se a Fanta quebra, a Coca-Cola.","2017-09-02","2017-09-02"
"1709","O que o Ajinomoto disse para a Ajinomota?","Vamos ajinomato?","2017-09-02","2017-09-02"
"1710","O que é que só tem alegria quando apanha?","Um pandeiro.","2017-09-02","2017-09-02"
"1711","Porque o carro elétrico não deu certo em Portugal?","Porque nos primeiros cem metros a tomada soltou.","2017-09-02","2017-09-02"
"1712","O que o livro de matemática falou para o livro de história?","Pare de inventar histórias, porque eu já estou cheio de problemas.","2017-09-02","2017-09-02"
"1713","Duas lêndias se apaixonaram. Qual é o nome do filme?","Lêndeas da Paixão.","2017-09-02","2017-09-02"
"1714","O que esta fazendo o português quando deixa a televisão ligada por um dia?","Ele quer ver Tela Quente.","2017-09-02","2017-09-02"
"1715","Um rapaz foi ao cinema ver um filme, mas sem perceber sentou em cima de uma bala de menta. Qual é o nome do filme?","Documentado.","2017-09-02","2017-09-02"
"1716","Por que as plantas não falam?","Porque elas são mudinhas.","2017-09-02","2017-09-02"
"1717","O que uma garça disse para a outra?","Você é uma garcinha.","2017-09-02","2017-09-02"
"1718","O pai do Cebolinha comprou três pirulitos para ele. Qual é o nome do filme?","Lambo Três.","2017-09-02","2017-09-02"
"1719","Por que o menino jogou o relógio pela janela?","Para ver o tempo voar.","2017-09-02","2017-09-02"
"1720","Qual é a diferença entre uma pizza e uma prostituta?","A pizza só dá para 8.","2017-09-02","2017-09-02"
"1721","O que dá o cruzamento de um advogado com uma bibliotecária?","Toda a informação precisa, mas você não vai entender uma só palavra.","2017-09-02","2017-09-02"
"1722","Qual a diferença entre a bicicleta e o banheiro?","Na bicicleta a gente senta pra correr e no banheiro a gente corre pra sentar.","2017-09-02","2017-09-02"
"1723","Por que na Argentina, as vacas vivem olhando para o céu?","Porque tem ""Boi nos Aires"".","2017-09-02","2017-09-02"
"1724","Como se diz hemorróidas em chinês?","Ku Shai Shang","2017-09-02","2017-09-02"
"1725","Um cão foi ao cinema e na poltrona sentou em um prego. Qual o nome do filme?","Fura cão.","2017-09-02","2017-09-02"
"1726","Numa festa de aniversário um menino insistiu com o pai para que pegasse uma bexiga para ele estourar. Qual o nome do filme?","Tó, estore.","2017-09-02","2017-09-02"
"1727","Qual a semelhança de um carro a álcool e o goleiro do seu time?","Quando a gente mais precisa, nenhum pega.","2017-09-02","2017-09-02"
"1728","Qual é o animal mais justo do mundo?","A cobra, porque ela não passa a perna em ninguém.","2017-09-02","2017-09-02"
"1729","O que um instrutor de auto escola foi fazer em um show de forró?","Ensinar o Frank Aguiar.","2017-09-02","2017-09-02"
"1730","O que é um pontinho branco na neve fazendo abdominal?","O abdominável homem das neves.","2017-09-02","2017-09-02"
"1731","Qual a diferença entre o português burro e o português inteligente?","O burro vai na escola, tudo que o professor escreve no quadro ele escreve no caderno, quando o professor apaga, ele também apaga. O inteligente nem escreve, porque sabe que o professor vai apagar.","2017-09-02","2017-09-02"
"1732","Um homem iria comprar uma bola. Havia uma azul e uma vermelha. Ele comprou a vermelha. Qual o nome do filme?","Largoa Azul.","2017-09-02","2017-09-02"
"1733","Um cara sentou em uma cadeira cheia de purpurina. Qual é o nome do filme?","Ânus Dourados.","2017-09-02","2017-09-02"
"1734","O que é um pontinho marrom no meio do oceano?","Um camarrom.","2017-09-02","2017-09-02"
"1735","Marina fugiu do hospital, mas foi atropelada por um trenó puxado por 20 mil éguas. Qual o nome do filme?","20 mil Éguas sobre Marina.","2017-09-02","2017-09-02"
"1736","O bêbado foi ao bar, levou um copo para casa. Qual é o nome do filme?","RoboCop.","2017-09-02","2017-09-02"
"1737","O menino tinha um gato chamado Tido. Mas Tido sumiu e o menino foi procurá-lo no cesto. Qual é o nome do filme?","Cesto Sem Tido.","2017-09-02","2017-09-02"
"1738","O homem caiu de um prédio, mas enquanto ainda estava no ar, viu passando uma gostosa. Qual é o nome do filme?","Duro na Queda.","2017-09-02","2017-09-02"
"1739","O homem era hortista, ma deixou a profissão. Qual é o nome do filme?","O ex-hortista.","2017-09-02","2017-09-02"
"1740","Uma freira tinha que colocar supositório em três recém-nascidos. Depois do primeiro supositório, o telefone tocou e ela foi atender. Quando voltou, não se lembrava mais em qual das crianças já havia colocado o supositório. Qual é o nome do filme?","Madre Teresa de Qual Cu Tá.","2017-09-02","2017-09-02"
"1741","Qual é o tio da cebola?","O tiomate.","2017-09-02","2017-09-02"
"1742","Como se chama a ferramenta que já se foi?","Foice.","2017-09-02","2017-09-02"
"1743","Por que o português coloca uma pedra quando ouve um rádio?","Para ouvir música pesada.","2017-09-02","2017-09-02"
"1744","Qual a diferença entre um homem e um papagaio?","Você pode ensinar o papagaio a falar cordialmente.","2017-09-02","2017-09-02"
"1745","Por que o Brasil é cheiroso?","Porque ele já foi uma colônia.","2017-09-02","2017-09-02"
"1746","O que o pires disse para a xícara?","Ai, que bundinha quente!","2017-09-02","2017-09-02"
"1747","Qual a semelhança entre o padre e o carpinteiro?","Os dois pregam.","2017-09-02","2017-09-02"
"1748","Por que o Batman perde uma partida de poker?","Por causa do Coringa.","2017-09-02","2017-09-02"
"1749","O que é surdo, mudo e cego, mas sempre diz a verdade?","O espelho.","2017-09-02","2017-09-02"
"1750","Qual a semelhança entre um homem e um espermatozoide?","Entre milhares, só um ou dois prestam.","2017-09-02","2017-09-02"
"1751","Por que o português não entra no ônibus quando esta chovendo?","Porque o limpador de para-brisa fica dizendo não.","2017-09-02","2017-09-02"
"1752","Como o Batman joga futebol?","Ele bat-pênalti, bat-falta, bat-escanteio e bat para o gol.","2017-09-02","2017-09-02"
"1753","Qual a diferença entre o elefante e a cama?","O elefante é paquiderme e cama é paquidurma.","2017-09-02","2017-09-02"
"1754","Qual a semelhança entre homens e o caracol?","Ambos se arrastam, tem chifres e pensam que a casa é deles.","2017-09-02","2017-09-02"
"1755","Por que sociedades entre portugueses sempre dá certo?","Porque um rouba do outro e deposita na conta conjunta.","2017-09-02","2017-09-02"
"1756","Qual é a semelhança entre os políticos e as ações?","A maioria é ordinária.","2017-09-02","2017-09-02"
"1757","O que é um pontinho luminoso no Hospital?","Uma ervilha dando a luz.","2017-09-02","2017-09-02"
"1758","Por que o Batman colocou o Batmóvel no seguro?","Porque ele tem medo que Robin.","2017-09-02","2017-09-02"
"1759","O que é um piolho na cabeça de um careca?","Sem-teto.","2017-09-02","2017-09-02"
"1760","Por que o homem é igual a um cortador de grama?","Ou você está empurrando, ou você está dirigindo um.","2017-09-02","2017-09-02"
"1761","Qual é a maior injustiça do Natal?","É o peru que morre e a missa é do galo!","2017-09-02","2017-09-02"
"1762","Qual a diferença da sua sogra para um elefante?","Trinta quilos.","2017-09-02","2017-09-02"
"1763","Qual é o feminino de: Deitado na sala lendo jornal?","De pé na pia lavando louça.","2017-09-02","2017-09-02"
"1764","O que se quebra só de se pronunciar o nome?","O silêncio.","2017-09-02","2017-09-02"
